symbol;ticker_pesos;moneda;securityType;sufijo;clase_liquidacion;segmento;cotiza;panel;codigoIsin;tipoEspecie;insType;emisor
HBCEO;HBCEO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0258941928;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HBCEX;HBCEO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0258941928;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HBCEY;HBCEO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0258941928;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HBCEZ;HBCEO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0258941928;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HBCFC;HBCFO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0325357397;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HBCFD;HBCFO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0325357397;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HBCFO;HBCFO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0325357397;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HBCFX;HBCFO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0325357397;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HBCFY;HBCFO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0325357397;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HBCFZ;HBCFO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0325357397;Obligaciones Negociables;BOND;BANCO HIPOTECARIO S.A.
HC22C;HC22O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
HC22D;HC22O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
HC22P;HC22O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
HIS1P;HIS1O;ARS;CORP;P;otro;;False;Oblig. Negociables;ARSILO560013;Oblig. Negociables PYMES;BOND;Silo Chico S.A.
HJCFC;HJCFO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0594233345;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCFD;HJCFO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0594233345;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCFO;HJCFO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0594233345;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCFX;HJCFO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0594233345;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCFY;HJCFO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0594233345;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCFZ;HJCFO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0594233345;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCGC;HJCGO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0756895030;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCGD;HJCGO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0756895030;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCGO;HJCGO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0756895030;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCGX;HJCGO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0756895030;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCGY;HJCGO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0756895030;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCGZ;HJCGO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0756895030;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCHC;HJCHO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0262204990;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCHD;HJCHO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0262204990;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCHO;HJCHO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0262204990;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCHX;HJCHO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0262204990;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCHY;HJCHO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0262204990;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCHZ;HJCHO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0262204990;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCIC;HJCIO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0861451372;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCID;HJCIO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0861451372;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCIO;HJCIO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0861451372;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCJC;HJCJO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0924785071;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCJD;HJCJO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0924785071;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCJO;HJCJO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0924785071;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCJX;HJCJO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0924785071;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCJY;HJCJO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0924785071;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCJZ;HJCJO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0924785071;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCKC;HJCKO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0021407595;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCKD;HJCKO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0021407595;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCKO;HJCKO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0021407595;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCKX;HJCKO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0021407595;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCKY;HJCKO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0021407595;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCKZ;HJCKO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0021407595;Obligaciones Negociables;BOND;John Deere Credit Cía. Financiera S.A.
HJCLD;HJCLO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
HJCLO;HJCLO;ARS;CORP;O;primary;;True;Oblig. Negociables;;;;
HJCLY;HJCLO;MEP;CORP;Y;especial;;False;Oblig. Negociables;;;;
HJCLZ;HJCLO;cable;CORP;Z;especial;;False;Oblig. Negociables;;;;
HN11L;HN11O;ARS;CORP;L;otro;;False;Oblig. Negociables;;;;
HN1LC;HN1LO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
HN1LD;HN1LO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
HT11M;HT11O;ARS;CORP;M;otro;;False;Oblig. Negociables;;;;
HVS1C;HVS1O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0105218975;Obligaciones Negociables;BOND;Havanna S.A.
HVS1D;HVS1O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0105218975;Obligaciones Negociables;BOND;Havanna S.A.
HVS1O;HVS1O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0105218975;Obligaciones Negociables;BOND;Havanna S.A.
HVS1X;HVS1O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0105218975;Obligaciones Negociables;BOND;Havanna S.A.
HVS1Y;HVS1O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0105218975;Obligaciones Negociables;BOND;Havanna S.A.
HVS1Z;HVS1O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0105218975;Obligaciones Negociables;BOND;Havanna S.A.
I12LC;I12LO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
I12LD;I12LO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
I22LC;I22LO;MEP;CORP;C;primary;;True;Oblig. Negociables;;;;
I22LD;I22LO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
IC2BP;IC2BO;ARS;CORP;P;otro;;False;Oblig. Negociables;ARINSG560045;Oblig. Negociables PYMES;BOND;Insuga Chaco S.A.
ICC6C;ICC6O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0529985522;Obligaciones Negociables;BOND;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.
ICC6D;ICC6O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0529985522;Obligaciones Negociables;BOND;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.
ICC6O;ICC6O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0529985522;Obligaciones Negociables;BOND;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.
ICC6X;ICC6O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0529985522;Obligaciones Negociables;BOND;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.
ICC6Y;ICC6O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0529985522;Obligaciones Negociables;BOND;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.
ICC6Z;ICC6O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0529985522;Obligaciones Negociables;BOND;INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.
IF12L;IF12O;ARS;CORP;L;otro;;False;Oblig. Negociables;;;;
IF22L;IF22O;ARS;CORP;L;otro;;False;Oblig. Negociables;;;;
IN1LC;IN1LO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
IN1LD;IN1LO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
IN21C;IN21O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
INS1L;INS1O;ARS;CORP;L;otro;;False;Oblig. Negociables;AR0270301697;Oblig. Negociables PYMES;BOND;INTERCONNECT S.A.
IP11C;IP11O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
IP11D;IP11O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
IP11P;IP11O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
IRCFC;IRCFO;cable;CORP;C;primary;;True;Oblig. Negociables;USP58809BH95;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCFD;IRCFO;MEP;CORP;D;primary;;True;Oblig. Negociables;USP58809BH95;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCFO;IRCFO;ARS;CORP;O;primary;;True;Oblig. Negociables;USP58809BH95;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCFX;IRCFO;ARS;CORP;X;especial;;False;Oblig. Negociables;USP58809BH95;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCFZ;IRCFO;cable;CORP;Z;especial;;False;Oblig. Negociables;USP58809BH95;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCJC;IRCJO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0961375257;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCJD;IRCJO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0961375257;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCJO;IRCJO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0961375257;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCJX;IRCJO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0961375257;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCJY;IRCJO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0961375257;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCJZ;IRCJO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0961375257;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCLC;IRCLO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0200915251;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCLD;IRCLO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0200915251;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCLO;IRCLO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0200915251;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCLX;IRCLO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0200915251;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCLY;IRCLO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0200915251;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCLZ;IRCLO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0200915251;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCNC;IRCNO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0275431465;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCND;IRCNO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0275431465;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCNO;IRCNO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0275431465;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCNX;IRCNO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0275431465;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCNY;IRCNO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0275431465;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCNZ;IRCNO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0275431465;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCOC;IRCOO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0084572384;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCOD;IRCOO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0084572384;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCOO;IRCOO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0084572384;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCOX;IRCOO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0084572384;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCOY;IRCOO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0084572384;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCOZ;IRCOO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0084572384;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCPO;IRCPO;ARS;CORP;O;primary;;True;Oblig. Negociables;USP58809BU07;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCPX;IRCPO;ARS;CORP;X;especial;;False;Oblig. Negociables;USP58809BU07;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCPY;IRCPO;MEP;CORP;Y;especial;;False;Oblig. Negociables;USP58809BU07;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCPZ;IRCPO;cable;CORP;Z;especial;;False;Oblig. Negociables;USP58809BU07;Obligaciones Negociables;BOND;IRSA INVERSIONES Y REPRESENTACIONES S.A.
IRCQC;IRCQO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
IRCQD;IRCQO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
IRCQX;IRCQO;ARS;CORP;X;especial;;False;Oblig. Negociables;;;;
IRCQY;IRCQO;MEP;CORP;Y;especial;;False;Oblig. Negociables;;;;
IRCQZ;IRCQO;cable;CORP;Z;especial;;False;Oblig. Negociables;;;;
JNC5C;JNC5O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0809983775;Obligaciones Negociables;BOND;INVERSORA JURAMENTO S.A.
JNC5D;JNC5O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0809983775;Obligaciones Negociables;BOND;INVERSORA JURAMENTO S.A.
JNC5O;JNC5O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0809983775;Obligaciones Negociables;BOND;INVERSORA JURAMENTO S.A.
JNC5X;JNC5O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0809983775;Obligaciones Negociables;BOND;INVERSORA JURAMENTO S.A.
JNC5Y;JNC5O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0809983775;Obligaciones Negociables;BOND;INVERSORA JURAMENTO S.A.
JNC6D;JNC6O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0959790582;Obligaciones Negociables;BOND;INVERSORA JURAMENTO S.A.
JNC6O;JNC6O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0959790582;Obligaciones Negociables;BOND;INVERSORA JURAMENTO S.A.
JNC6Y;JNC6O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0959790582;Obligaciones Negociables;BOND;INVERSORA JURAMENTO S.A.
JOS1C;JOS1O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
JOS1D;JOS1O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
JOS1P;JOS1O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
KLS1C;KLS1O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
KLS1D;KLS1O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
KLS1P;KLS1O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
KR1AC;KR1AO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
KR1AD;KR1AO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
KR1AP;KR1AO;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
KR1BC;KR1BO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
KR1BD;KR1BO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
KR1BP;KR1BO;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
KYS1P;KYS1O;ARS;CORP;P;otro;;False;Oblig. Negociables;AR0724814501;Oblig. Negociables PYMES;BOND;Milkynet S.A.
LA21P;LA21O;ARS;CORP;P;otro;;False;Oblig. Negociables;AR0688125100;Oblig. Negociables PYMES;BOND;Latitud 45 Petróleo y Gas S.A.
LA23P;LA23O;ARS;CORP;P;otro;;False;Oblig. Negociables;AR0281082906;Oblig. Negociables PYMES;BOND;Latitud 45 Petróleo y Gas S.A.
LDCGC;LDCGO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0079775596;Obligaciones Negociables;BOND;LEDESMA S.A.
LDCGD;LDCGO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0079775596;Obligaciones Negociables;BOND;LEDESMA S.A.
LDCGO;LDCGO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0079775596;Obligaciones Negociables;BOND;LEDESMA S.A.
LDCGX;LDCGO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0079775596;Obligaciones Negociables;BOND;LEDESMA S.A.
LDCGY;LDCGO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0079775596;Obligaciones Negociables;BOND;LEDESMA S.A.
LDCGZ;LDCGO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0079775596;Obligaciones Negociables;BOND;LEDESMA S.A.
LH13D;LH13O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
LIC6D;LIC6O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0844690534;Obligaciones Negociables;BOND;Lipsa S.R.L.
LIC6O;LIC6O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0844690534;Obligaciones Negociables;BOND;Lipsa S.R.L.
LIC6Y;LIC6O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0844690534;Obligaciones Negociables;BOND;Lipsa S.R.L.
LL1LC;LL1LO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
LL1LD;LL1LO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
LLS1C;LLS1O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
LLS1D;LLS1O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
LLS1L;LLS1O;ARS;CORP;L;otro;;False;Oblig. Negociables;;;;
LLS1P;LLS1O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
LMS1C;LMS1O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
LMS1D;LMS1O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
LMS1P;LMS1O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
LMS6C;LMS6O;cable;CORP;C;primary;;True;Oblig. Negociables;ARALUA560047;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS6D;LMS6O;MEP;CORP;D;primary;;True;Oblig. Negociables;ARALUA560047;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS6O;LMS6O;ARS;CORP;O;primary;;True;Oblig. Negociables;ARALUA560047;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS6X;LMS6O;ARS;CORP;X;especial;;False;Oblig. Negociables;ARALUA560047;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS6Z;LMS6O;cable;CORP;Z;especial;;False;Oblig. Negociables;ARALUA560047;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS7C;LMS7O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0183513875;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS7D;LMS7O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0183513875;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS7O;LMS7O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0183513875;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS7X;LMS7O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0183513875;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS7Y;LMS7O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0183513875;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS7Z;LMS7O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0183513875;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS8C;LMS8O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0787528089;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS8D;LMS8O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0787528089;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS8O;LMS8O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0787528089;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS8X;LMS8O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0787528089;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS8Y;LMS8O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0787528089;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS8Z;LMS8O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0787528089;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS9C;LMS9O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0226237573;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS9D;LMS9O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0226237573;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS9O;LMS9O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0226237573;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS9X;LMS9O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0226237573;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS9Y;LMS9O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0226237573;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LMS9Z;LMS9O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0226237573;Obligaciones Negociables;BOND;ALUAR ALUMINIO ARGENTINO S.A.
LNS3C;LNS3O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
LNS3D;LNS3O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
LNS3P;LNS3O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
LOC5C;LOC5O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0579536985;Obligaciones Negociables;BOND;LOMA NEGRA COMPAÑIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA
LOC5D;LOC5O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0579536985;Obligaciones Negociables;BOND;LOMA NEGRA COMPAÑIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA
LOC5O;LOC5O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0579536985;Obligaciones Negociables;BOND;LOMA NEGRA COMPAÑIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA
LOC5X;LOC5O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0579536985;Obligaciones Negociables;BOND;LOMA NEGRA COMPAÑIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA
LOC5Y;LOC5O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0579536985;Obligaciones Negociables;BOND;LOMA NEGRA COMPAÑIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA
LOC5Z;LOC5O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0579536985;Obligaciones Negociables;BOND;LOMA NEGRA COMPAÑIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA
